# Windows coverage classification for atago's own E2E targets.
#
# atago's unit tests run on Linux, macOS and Windows, and the POSIX legs run the
# whole self-hosted suite. This file is what stops the Windows leg from being a
# smaller, unstated subset that quietly shrinks: every target is classified, and
# TestWindowsSpecs_EveryTargetClassified fails when one is added without a
# decision.
#
# Column 1  the run target (a spec file, or a directory of them).
# Column 2  the bucket:
#             cmd   runs on Windows under cmd.exe, the shell a Windows user gets
#                   by default. This is the bucket that proves the NATIVE story:
#                   commands that are builtins of both /bin/sh and cmd.exe, or
#                   specs that only ever drive atago itself.
#             bash  runs on Windows under a POSIX shell (ATAGO_SHELL pointed at
#                   the bash that ships with Git for Windows). The shell here is
#                   scaffolding, not the subject: what the leg proves is that
#                   atago's own engine — paths, capture, reports, snapshots,
#                   fsdelta, record, pty — behaves on Windows across the WHOLE
#                   feature surface, not only where the scaffolding happened to
#                   be portable.
#
#                   One thing this leg cannot carry: a Windows ${workdir},
#                   ${specdir}, ${suitedir} or ${atago} is a backslash path, and
#                   a POSIX shell reads backslashes as escapes, so a scenario
#                   that interpolates one INTO a shell command loses them. Those
#                   scenarios carry their own `skip: {os: windows}` with the
#                   reason, since the limitation is per scenario rather than per
#                   file. Where the shell was only there to set a variable or
#                   swallow an exit code, the step drops it instead: `env:` and
#                   an `exit_code:` assert are what atago offers for both.
#             none  does not run on Windows at all. Column 3 must say why, and
#                   the reason has to be about the platform rather than about
#                   the effort of porting.
# Column 3  the reason, for `none` only.
#
# Columns are tab-separated. scripts/windows_specs.sh <bucket> prints one
# bucket's targets for a workflow to run.
./test/e2e/atago/argv_quotes.atago.yaml	cmd
./test/e2e/atago/artifacts.atago.yaml	bash
./test/e2e/atago/assert_expand.atago.yaml	bash
./test/e2e/atago/cdp.atago.yaml	cmd
./test/e2e/atago/changes.atago.yaml	cmd
./test/e2e/atago/cli_selection.atago.yaml	cmd
./test/e2e/atago/completion.atago.yaml	cmd
./test/e2e/atago/count_size.atago.yaml	bash
./test/e2e/atago/db.atago.yaml	cmd
./test/e2e/atago/defaults.atago.yaml	bash
./test/e2e/atago/deterministic.atago.yaml	bash
./test/e2e/atago/dir.atago.yaml	bash
./test/e2e/atago/dir_tree.atago.yaml	cmd
./test/e2e/atago/doc.atago.yaml	cmd
./test/e2e/atago/duration.atago.yaml	cmd
./test/e2e/atago/edge.atago.yaml	cmd
./test/e2e/atago/env_workdir.atago.yaml	bash
./test/e2e/atago/error_codes.atago.yaml	bash
./test/e2e/atago/exit_code_in.atago.yaml	bash
./test/e2e/atago/exit_codes.atago.yaml	cmd
./test/e2e/atago/expect_fail.atago.yaml	bash
./test/e2e/atago/explain.atago.yaml	cmd
./test/e2e/atago/file_equals.atago.yaml	cmd
./test/e2e/atago/fixture_from.atago.yaml	bash
./test/e2e/atago/fixture_modes.atago.yaml	none	every scenario is a POSIX filesystem concept Windows has no counterpart for: a symlink (which needs elevation), fixture.mode permission bits (Go synthesizes a mode there), and `date -r` on the mtime
./test/e2e/atago/flaky.atago.yaml	bash
./test/e2e/atago/grpc.atago.yaml	cmd
./test/e2e/atago/hermetic_env.atago.yaml	bash
